precipitation,temperature,humidity,label
0.0,27.0,49.0,Disiram sedikit
0.0,29.1,43.0,Disiram Banyak
0.0,30.7,41.0,Disiram Banyak
0.0,31.7,40.0,Disiram Banyak
0.0,32.0,41.0,Disiram Banyak
0.0,32.2,38.0,Disiram Banyak
0.0,32.0,38.0,Disiram Banyak
0.0,31.0,41.0,Disiram Banyak
0.0,28.5,52.0,Disiram sedikit
0.0,25.9,70.0,Disiram sedikit
0.0,25.4,74.0,Disiram sedikit
0.0,24.1,82.0,Disiram sedikit
0.0,23.3,85.0,Disiram sedikit
0.0,22.8,85.0,Disiram sedikit
0.0,22.0,87.0,Disiram sedikit
0.0,21.4,88.0,Disiram sedikit
0.0,21.1,84.0,Disiram sedikit
0.0,20.6,82.0,Disiram sedikit
0.0,19.8,81.0,Disiram sedikit
0.0,18.8,81.0,Disiram sedikit
0.0,18.2,78.0,Disiram sedikit
0.0,17.7,76.0,Disiram sedikit
0.0,19.9,67.0,Disiram sedikit
0.0,23.8,48.0,Disiram sedikit
0.0,26.7,42.0,Disiram sedikit
0.0,28.4,44.0,Disiram Banyak
0.0,29.6,46.0,Disiram Banyak
0.0,30.4,43.0,Disiram Banyak
0.0,30.6,45.0,Disiram Banyak
0.0,29.2,49.0,Disiram Banyak
0.1,27.4,59.0,Disiram sedikit
0.0,26.7,64.0,Disiram Normal
0.1,25.8,68.0,Disiram sedikit
0.1,24.8,74.0,Disiram sedikit
0.0,24.7,74.0,Disiram sedikit
0.0,23.7,81.0,Disiram sedikit
0.0,23.0,86.0,Disiram sedikit
0.0,22.4,88.0,Disiram sedikit
0.0,22.0,90.0,Disiram sedikit
0.0,21.6,91.0,Disiram sedikit
0.0,21.5,89.0,Disiram sedikit
0.0,21.3,89.0,Disiram sedikit
0.0,21.0,90.0,Disiram sedikit
0.0,20.6,92.0,Disiram sedikit
0.0,20.2,93.0,Disiram sedikit
0.0,19.9,94.0,Disiram sedikit
0.0,21.9,83.0,Disiram sedikit
0.0,24.6,69.0,Disiram sedikit
0.0,26.8,58.0,Disiram Normal
0.0,28.4,51.0,Disiram sedikit
0.0,29.5,45.0,Disiram Banyak
0.0,30.2,42.0,Disiram Banyak
0.0,30.0,43.0,Disiram Banyak
0.0,30.1,42.0,Disiram Banyak
0.0,29.8,42.0,Disiram Banyak
0.0,29.2,44.0,Disiram Banyak
0.0,27.6,54.0,Disiram Normal
0.0,25.5,63.0,Disiram Normal
0.0,24.3,69.0,Disiram sedikit
0.0,23.4,75.0,Disiram sedikit
0.0,22.8,79.0,Disiram sedikit
0.0,22.1,84.0,Disiram sedikit
0.0,21.5,88.0,Disiram sedikit
0.0,21.3,89.0,Disiram sedikit
0.0,20.8,89.0,Disiram sedikit
0.0,20.5,90.0,Disiram sedikit
0.0,20.3,91.0,Disiram sedikit
0.0,20.1,92.0,Disiram sedikit
0.0,19.8,93.0,Disiram sedikit
0.0,19.7,93.0,Disiram sedikit
0.0,21.3,85.0,Disiram sedikit
0.0,24.2,71.0,Disiram sedikit
0.0,26.6,62.0,Disiram Normal
0.0,28.3,53.0,Disiram sedikit
0.0,29.4,46.0,Disiram Banyak
0.0,30.1,43.0,Disiram Banyak
0.0,29.8,46.0,Disiram Banyak
0.0,29.7,46.0,Disiram Banyak
0.0,28.7,53.0,Disiram sedikit
0.0,28.1,57.0,Disiram sedikit
0.1,26.5,63.0,Disiram sedikit
0.1,25.2,69.0,Disiram sedikit
0.0,23.7,78.0,Disiram sedikit
0.3,22.9,85.0,Tidak Disiram
0.0,22.5,88.0,Disiram sedikit
0.0,22.2,89.0,Disiram sedikit
0.0,21.7,90.0,Disiram sedikit
0.0,21.0,92.0,Disiram sedikit
0.0,20.7,91.0,Disiram sedikit
0.0,20.3,92.0,Disiram sedikit
0.0,19.9,93.0,Disiram sedikit
0.0,19.4,96.0,Disiram sedikit
0.0,19.0,96.0,Disiram sedikit
0.0,18.6,97.0,Disiram sedikit
0.0,21.1,84.0,Disiram sedikit
0.0,24.3,66.0,Disiram sedikit
0.0,26.7,57.0,Disiram Normal
0.0,28.5,52.0,Disiram sedikit
0.0,29.8,47.0,Disiram Banyak
0.0,30.3,44.0,Disiram Banyak
0.0,30.2,44.0,Disiram Banyak
0.0,30.5,41.0,Disiram Banyak
0.0,30.3,40.0,Disiram Banyak
0.0,29.7,41.0,Disiram Banyak
0.0,28.3,47.0,Disiram Banyak
0.2,25.5,66.0,Disiram sedikit
0.1,24.1,74.0,Disiram sedikit
0.0,23.4,75.0,Disiram sedikit
0.0,22.3,78.0,Disiram sedikit
0.0,21.2,82.0,Disiram sedikit
0.0,20.3,85.0,Disiram sedikit
0.0,19.5,86.0,Disiram sedikit
0.0,19.2,84.0,Disiram sedikit
0.0,18.7,85.0,Disiram sedikit
0.0,18.0,90.0,Disiram sedikit
0.0,17.6,93.0,Disiram sedikit
0.0,17.3,94.0,Disiram sedikit
0.0,17.3,93.0,Disiram sedikit
0.0,19.1,83.0,Disiram sedikit
0.0,23.2,65.0,Disiram sedikit
0.0,26.2,55.0,Disiram Normal
0.0,28.5,46.0,Disiram Banyak
0.0,29.9,41.0,Disiram Banyak
0.0,30.4,38.0,Disiram Banyak
0.0,30.9,36.0,Disiram Banyak
0.0,30.9,35.0,Disiram Banyak
0.0,30.4,36.0,Disiram Banyak
0.0,28.5,48.0,Disiram Banyak
0.1,26.6,58.0,Disiram sedikit
0.0,25.3,66.0,Disiram Normal
0.0,24.7,70.0,Disiram sedikit
0.0,23.8,75.0,Disiram sedikit
0.1,23.1,80.0,Disiram sedikit
0.2,22.0,86.0,Disiram sedikit
0.0,21.4,89.0,Disiram sedikit
0.0,21.1,91.0,Disiram sedikit
0.0,20.8,92.0,Disiram sedikit
0.0,20.2,94.0,Disiram sedikit
0.0,19.8,95.0,Disiram sedikit
0.0,19.5,95.0,Disiram sedikit
0.0,19.5,94.0,Disiram sedikit
0.0,19.0,95.0,Disiram sedikit
0.0,21.0,83.0,Disiram sedikit
0.0,24.0,69.0,Disiram sedikit
0.0,26.1,62.0,Disiram Normal
0.0,28.0,54.0,Disiram sedikit
0.0,29.3,46.0,Disiram Banyak
0.0,29.8,42.0,Disiram Banyak
0.0,30.5,39.0,Disiram Banyak
0.0,30.5,39.0,Disiram Banyak
0.0,29.8,41.0,Disiram Banyak
0.0,28.9,47.0,Disiram Banyak
0.0,26.7,58.0,Disiram Normal
0.0,25.3,66.0,Disiram Normal
0.0,24.5,73.0,Disiram sedikit
0.0,23.8,77.0,Disiram sedikit
0.0,23.4,79.0,Disiram sedikit
0.0,22.8,82.0,Disiram sedikit
0.0,22.2,85.0,Disiram sedikit
0.0,21.6,87.0,Disiram sedikit
0.0,21.2,88.0,Disiram sedikit
0.0,20.4,90.0,Disiram sedikit
0.0,19.9,90.0,Disiram sedikit
0.0,19.4,91.0,Disiram sedikit
0.0,19.0,90.0,Disiram sedikit
0.0,18.9,90.0,Disiram sedikit
0.0,21.0,80.0,Disiram sedikit
0.0,23.9,69.0,Disiram sedikit
0.0,26.0,63.0,Disiram Normal
0.0,27.8,54.0,Disiram Normal
0.0,28.3,50.0,Disiram sedikit
0.0,29.2,47.0,Disiram Banyak
0.0,28.7,54.0,Disiram sedikit
0.0,28.0,59.0,Disiram sedikit
0.0,27.7,59.0,Disiram Normal
0.0,26.9,63.0,Disiram Normal
0.0,26.3,66.0,Disiram Normal
0.0,25.1,73.0,Disiram sedikit
0.0,24.4,78.0,Disiram sedikit
0.0,23.8,81.0,Disiram sedikit
0.0,23.1,81.0,Disiram sedikit
0.0,22.3,84.0,Disiram sedikit
0.0,21.7,87.0,Disiram sedikit
0.0,21.1,89.0,Disiram sedikit
0.0,20.6,90.0,Disiram sedikit
0.0,20.1,91.0,Disiram sedikit
0.0,19.6,93.0,Disiram sedikit
0.0,19.2,95.0,Disiram sedikit
0.0,18.9,95.0,Disiram sedikit
0.0,18.8,95.0,Disiram sedikit
0.0,20.7,85.0,Disiram sedikit
0.0,24.2,71.0,Disiram sedikit
0.0,26.8,60.0,Disiram Normal
0.0,28.7,50.0,Disiram sedikit
0.0,29.8,45.0,Disiram Banyak
0.0,30.4,43.0,Disiram Banyak
0.0,30.7,42.0,Disiram Banyak
0.0,30.9,42.0,Disiram Banyak
0.0,30.4,43.0,Disiram Banyak
0.0,29.8,47.0,Disiram Banyak
0.0,28.8,51.0,Disiram sedikit
0.0,26.8,60.0,Disiram Normal
0.0,25.4,68.0,Disiram Normal
0.0,24.6,73.0,Disiram sedikit
0.0,23.9,76.0,Disiram sedikit
0.0,23.0,82.0,Disiram sedikit
0.0,22.3,86.0,Disiram sedikit
0.0,22.1,89.0,Disiram sedikit
0.0,22.0,89.0,Disiram sedikit
0.0,21.7,90.0,Disiram sedikit
0.0,21.4,90.0,Disiram sedikit
0.0,21.1,91.0,Disiram sedikit
0.0,20.9,91.0,Disiram sedikit
0.0,20.6,92.0,Disiram sedikit
0.0,22.0,84.0,Disiram sedikit
0.0,24.9,71.0,Disiram sedikit
0.0,27.2,61.0,Disiram Normal
0.0,28.6,54.0,Disiram sedikit
0.0,29.5,50.0,Disiram sedikit
0.0,30.3,47.0,Disiram Banyak
0.0,29.7,54.0,Disiram sedikit
0.1,28.8,60.0,Disiram sedikit
0.4,27.9,65.0,Disiram sedikit
0.2,27.4,65.0,Disiram sedikit
0.0,26.5,68.0,Disiram Normal
0.1,25.4,75.0,Disiram sedikit
0.1,24.5,79.0,Disiram sedikit
0.0,23.8,84.0,Disiram sedikit
0.0,23.2,88.0,Disiram sedikit
0.0,23.0,89.0,Disiram sedikit
0.0,22.6,90.0,Disiram sedikit
0.0,22.2,91.0,Disiram sedikit
0.0,21.9,91.0,Disiram sedikit
0.0,21.8,90.0,Disiram sedikit
0.0,21.5,90.0,Disiram sedikit
0.0,21.0,91.0,Disiram sedikit
0.0,20.6,93.0,Disiram sedikit
0.0,20.3,93.0,Disiram sedikit
0.0,21.9,83.0,Disiram sedikit
0.0,24.7,71.0,Disiram sedikit
0.0,27.0,63.0,Disiram Normal
0.0,28.9,53.0,Disiram sedikit
0.0,30.2,48.0,Disiram Banyak
0.0,30.9,45.0,Disiram Banyak
0.0,31.8,41.0,Disiram Banyak
0.0,31.8,41.0,Disiram Banyak
0.0,31.1,44.0,Disiram Banyak
0.0,29.3,54.0,Disiram sedikit
0.0,27.6,65.0,Disiram Normal
0.0,26.6,67.0,Disiram Normal
0.0,25.7,69.0,Disiram Normal
0.0,24.9,74.0,Disiram sedikit
0.0,24.2,78.0,Disiram sedikit
0.0,23.5,83.0,Disiram sedikit
0.0,22.8,86.0,Disiram sedikit
0.0,22.3,88.0,Disiram sedikit
0.0,22.2,87.0,Disiram sedikit
0.0,21.7,89.0,Disiram sedikit
0.0,21.1,90.0,Disiram sedikit
0.0,20.4,93.0,Disiram sedikit
0.0,20.0,95.0,Disiram sedikit
0.0,19.8,95.0,Disiram sedikit
0.0,21.7,85.0,Disiram sedikit
0.0,25.0,69.0,Disiram Normal
0.0,27.6,60.0,Disiram Normal
0.0,29.7,50.0,Disiram sedikit
0.0,31.0,44.0,Disiram Banyak
0.0,31.6,41.0,Disiram Banyak
0.0,32.1,39.0,Disiram Banyak
0.0,31.9,38.0,Disiram Banyak
0.0,31.6,37.0,Disiram Banyak
0.0,29.9,46.0,Disiram Banyak
0.0,27.5,64.0,Disiram Normal
0.0,26.5,66.0,Disiram Normal
0.0,26.1,65.0,Disiram Normal
0.0,25.1,70.0,Disiram sedikit
0.0,24.2,75.0,Disiram sedikit
0.0,23.5,78.0,Disiram sedikit
0.0,22.8,79.0,Disiram sedikit
0.0,22.3,81.0,Disiram sedikit
0.0,22.3,80.0,Disiram sedikit
0.0,21.8,82.0,Disiram sedikit
0.0,21.4,84.0,Disiram sedikit
0.0,20.9,87.0,Disiram sedikit
0.0,20.7,89.0,Disiram sedikit
0.0,20.7,90.0,Disiram sedikit
0.0,22.8,81.0,Disiram sedikit
0.0,25.6,67.0,Disiram Normal
0.0,27.5,57.0,Disiram Normal
0.0,29.1,51.0,Disiram sedikit
0.0,30.2,46.0,Disiram Banyak
0.0,31.0,42.0,Disiram Banyak
0.0,31.0,41.0,Disiram Banyak
0.0,31.2,41.0,Disiram Banyak
0.0,30.5,44.0,Disiram Banyak
0.0,29.0,51.0,Disiram sedikit
0.0,28.0,57.0,Disiram sedikit
0.0,26.6,64.0,Disiram Normal
0.0,25.3,71.0,Disiram sedikit
0.0,24.5,75.0,Disiram sedikit
0.0,23.8,78.0,Disiram sedikit
0.0,23.3,80.0,Disiram sedikit
0.0,22.7,82.0,Disiram sedikit
0.0,22.1,84.0,Disiram sedikit
0.0,21.5,87.0,Disiram sedikit
0.0,21.0,88.0,Disiram sedikit
0.0,20.6,90.0,Disiram sedikit
0.0,19.9,93.0,Disiram sedikit
0.0,19.6,95.0,Disiram sedikit
0.0,19.5,95.0,Disiram sedikit
0.0,22.2,82.0,Disiram sedikit
0.0,25.2,69.0,Disiram Normal
0.0,27.4,60.0,Disiram Normal
0.0,29.2,52.0,Disiram sedikit
0.0,30.9,46.0,Disiram Banyak
0.0,31.1,46.0,Disiram Banyak
0.1,30.7,49.0,Disiram sedikit
0.1,30.2,50.0,Disiram sedikit
0.2,28.8,55.0,Disiram sedikit
0.1,27.7,63.0,Disiram sedikit
0.2,26.9,68.0,Disiram sedikit
1.7,25.7,75.0,Tidak Disiram
0.8,24.6,78.0,Tidak Disiram
0.0,24.1,80.0,Disiram sedikit
0.0,23.6,82.0,Disiram sedikit
0.0,23.0,85.0,Disiram sedikit
0.0,22.5,87.0,Disiram sedikit
0.0,21.9,89.0,Disiram sedikit
0.0,21.7,88.0,Disiram sedikit
0.0,21.0,90.0,Disiram sedikit
0.0,20.7,90.0,Disiram sedikit
0.0,20.4,91.0,Disiram sedikit
0.0,20.2,90.0,Disiram sedikit
0.0,20.2,90.0,Disiram sedikit
0.0,21.6,83.0,Disiram sedikit
0.0,24.6,70.0,Disiram sedikit
0.0,27.0,61.0,Disiram Normal
0.0,28.7,53.0,Disiram sedikit
0.0,30.2,46.0,Disiram Banyak
0.0,31.4,42.0,Disiram Banyak
0.0,31.1,44.0,Disiram Banyak
0.1,30.4,46.0,Disiram sedikit
0.3,28.9,54.0,Disiram sedikit
0.0,28.3,56.0,Disiram sedikit
0.0,27.6,59.0,Disiram Normal
0.1,26.3,65.0,Disiram sedikit
0.0,24.9,76.0,Disiram sedikit
0.0,24.0,83.0,Disiram sedikit
0.0,23.4,88.0,Disiram sedikit
0.0,22.9,90.0,Disiram sedikit
0.0,22.5,92.0,Disiram sedikit
0.0,22.1,93.0,Disiram sedikit
0.0,21.5,95.0,Disiram sedikit
0.0,21.0,97.0,Disiram sedikit
0.0,20.7,97.0,Disiram sedikit
0.0,20.6,97.0,Disiram sedikit
0.0,20.2,97.0,Disiram sedikit
0.0,20.4,95.0,Disiram sedikit
0.0,22.7,83.0,Disiram sedikit
0.0,24.9,71.0,Disiram sedikit
0.0,26.9,63.0,Disiram Normal
0.0,28.7,55.0,Disiram sedikit
0.0,29.6,50.0,Disiram sedikit
0.0,30.4,47.0,Disiram Banyak
0.0,30.3,49.0,Disiram Banyak
0.0,30.2,51.0,Disiram sedikit
0.1,29.2,56.0,Disiram sedikit
0.3,28.2,61.0,Disiram sedikit
0.3,27.0,67.0,Disiram sedikit
0.1,25.9,72.0,Disiram sedikit
0.0,25.5,78.0,Disiram sedikit
0.0,24.4,86.0,Disiram sedikit
0.0,23.6,92.0,Disiram sedikit
0.1,23.3,92.0,Disiram sedikit
0.0,23.1,93.0,Disiram sedikit
0.0,22.7,95.0,Disiram sedikit
0.0,22.3,97.0,Disiram sedikit
0.0,22.1,97.0,Disiram sedikit
0.0,21.7,99.0,Disiram sedikit
0.0,21.4,100.0,Disiram sedikit
0.0,21.2,100.0,Disiram sedikit
0.0,21.2,100.0,Disiram sedikit
0.0,23.0,91.0,Disiram sedikit
0.0,24.9,78.0,Disiram sedikit
0.0,27.0,66.0,Disiram Normal
0.0,28.2,59.0,Disiram sedikit
0.0,29.4,53.0,Disiram sedikit
0.0,30.1,49.0,Disiram Banyak
0.0,30.7,47.0,Disiram Banyak
0.0,30.2,48.0,Disiram Banyak
0.0,28.9,56.0,Disiram sedikit
0.1,27.5,62.0,Disiram sedikit
0.2,26.8,66.0,Disiram sedikit
0.0,26.2,68.0,Disiram Normal
0.0,25.0,78.0,Disiram sedikit
0.1,24.6,81.0,Disiram sedikit
0.1,23.9,85.0,Disiram sedikit
0.0,23.7,86.0,Disiram sedikit
0.0,23.4,89.0,Disiram sedikit
0.0,23.1,91.0,Disiram sedikit
0.0,22.4,95.0,Disiram sedikit
0.0,22.2,96.0,Disiram sedikit
0.0,21.8,98.0,Disiram sedikit
0.0,21.6,99.0,Disiram sedikit
0.0,21.5,99.0,Disiram sedikit
0.0,21.3,99.0,Disiram sedikit
0.0,22.4,93.0,Disiram sedikit
0.0,24.7,80.0,Disiram sedikit
0.0,27.1,64.0,Disiram Normal
0.0,28.5,54.0,Disiram sedikit
0.0,29.4,50.0,Disiram sedikit
0.0,30.7,46.0,Disiram Banyak
0.0,31.3,44.0,Disiram Banyak
0.0,30.5,47.0,Disiram Banyak
0.2,28.7,57.0,Disiram sedikit
1.1,26.4,70.0,Disiram sedikit
1.7,25.8,74.0,Tidak Disiram
1.9,25.2,78.0,Tidak Disiram
1.9,24.8,81.0,Tidak Disiram
1.5,24.2,84.0,Tidak Disiram
1.4,23.0,89.0,Tidak Disiram
2.5,22.2,94.0,Tidak Disiram
1.5,21.9,95.0,Tidak Disiram
0.2,21.7,96.0,Disiram sedikit
0.1,21.4,96.0,Disiram sedikit
0.3,21.3,96.0,Tidak Disiram
0.1,21.2,96.0,Disiram sedikit
0.0,21.4,95.0,Disiram sedikit
0.0,21.4,95.0,Disiram sedikit
0.0,21.3,95.0,Disiram sedikit
0.0,22.0,92.0,Disiram sedikit
0.0,23.8,83.0,Disiram sedikit
0.0,26.1,69.0,Disiram Normal
0.0,27.6,59.0,Disiram Normal
0.0,29.0,51.0,Disiram sedikit
0.0,29.8,47.0,Disiram Banyak
0.0,29.0,52.0,Disiram sedikit
0.0,28.2,61.0,Disiram sedikit
0.6,27.2,70.0,Disiram sedikit
0.1,27.0,70.0,Disiram sedikit
2.8,26.3,75.0,Tidak Disiram
5.6,25.0,81.0,Tidak Disiram
4.3,22.9,94.0,Tidak Disiram
11.2,22.3,96.0,Tidak Disiram
9.1,22.1,97.0,Tidak Disiram
4.1,22.0,96.0,Tidak Disiram
1.5,21.9,96.0,Tidak Disiram
0.5,21.8,95.0,Tidak Disiram
0.1,21.7,96.0,Disiram sedikit
0.0,21.7,94.0,Disiram sedikit
0.0,21.7,93.0,Disiram sedikit
0.0,21.6,93.0,Disiram sedikit
0.0,21.5,93.0,Disiram sedikit
0.0,21.3,94.0,Disiram sedikit
0.0,22.5,84.0,Disiram sedikit
0.0,24.2,74.0,Disiram sedikit
0.0,25.8,65.0,Disiram Normal
0.0,27.3,59.0,Disiram Normal
0.0,28.4,53.0,Disiram sedikit
0.0,29.6,49.0,Disiram Banyak
0.1,28.2,61.0,Disiram sedikit
1.8,27.2,70.0,Disiram sedikit
5.0,26.3,75.0,Tidak Disiram
5.9,25.8,77.0,Tidak Disiram
3.1,25.0,83.0,Tidak Disiram
3.7,24.4,86.0,Tidak Disiram
1.0,23.8,90.0,Tidak Disiram
0.4,23.5,91.0,Tidak Disiram
0.0,23.3,91.0,Disiram sedikit
0.0,23.0,91.0,Disiram sedikit
0.0,22.7,89.0,Disiram sedikit
0.0,22.5,87.0,Disiram sedikit
0.0,22.4,83.0,Disiram sedikit
0.0,22.6,80.0,Disiram sedikit
0.0,22.1,83.0,Disiram sedikit
0.0,21.4,89.0,Disiram sedikit
0.0,21.1,92.0,Disiram sedikit
0.0,21.1,93.0,Disiram sedikit
0.0,22.4,88.0,Disiram sedikit
0.0,23.5,80.0,Disiram sedikit
0.0,24.2,76.0,Disiram sedikit
0.0,25.3,71.0,Disiram sedikit
0.0,27.0,65.0,Disiram Normal
0.0,27.9,64.0,Disiram Normal
0.3,26.6,72.0,Tidak Disiram
1.0,26.2,73.0,Tidak Disiram
0.3,26.4,70.0,Disiram sedikit
0.2,26.0,74.0,Disiram sedikit
1.1,25.0,79.0,Tidak Disiram
0.2,24.1,84.0,Disiram sedikit
0.0,23.4,88.0,Disiram sedikit
0.0,23.1,89.0,Disiram sedikit
0.0,22.7,89.0,Disiram sedikit
0.0,22.3,89.0,Disiram sedikit
0.1,21.9,89.0,Disiram sedikit
0.1,21.6,87.0,Disiram sedikit
0.2,21.3,89.0,Disiram sedikit
0.2,20.9,90.0,Disiram sedikit
0.2,20.6,92.0,Disiram sedikit
0.0,20.4,92.0,Disiram sedikit
0.0,20.3,92.0,Disiram sedikit
0.0,20.2,93.0,Disiram sedikit
0.0,21.2,89.0,Disiram sedikit
0.0,23.0,79.0,Disiram sedikit
0.0,25.1,67.0,Disiram Normal
0.0,26.2,65.0,Disiram Normal
0.0,26.3,64.0,Disiram Normal
0.1,26.6,64.0,Disiram sedikit
0.0,27.2,61.0,Disiram Normal
0.0,27.1,63.0,Disiram Normal
0.0,26.8,67.0,Disiram Normal
1.1,26.2,73.0,Tidak Disiram
3.7,24.9,80.0,Tidak Disiram
1.5,24.2,84.0,Tidak Disiram
0.0,24.9,76.0,Disiram sedikit
0.0,24.0,78.0,Disiram sedikit
0.0,23.0,81.0,Disiram sedikit
0.0,22.2,83.0,Disiram sedikit
0.0,21.4,86.0,Disiram sedikit
0.0,20.9,87.0,Disiram sedikit
0.0,20.9,81.0,Disiram sedikit
0.0,20.2,83.0,Disiram sedikit
0.0,19.3,89.0,Disiram sedikit
0.0,18.8,91.0,Disiram sedikit
0.0,18.5,92.0,Disiram sedikit
0.0,18.5,91.0,Disiram sedikit
0.0,20.5,83.0,Disiram sedikit
0.0,23.3,70.0,Disiram sedikit
0.0,26.1,56.0,Disiram Normal
0.0,27.9,50.0,Disiram sedikit
0.0,28.7,48.0,Disiram Banyak
0.0,29.6,47.0,Disiram Banyak
0.0,27.8,60.0,Disiram Normal
2.0,26.6,73.0,Tidak Disiram
2.8,26.2,74.0,Tidak Disiram
2.1,26.0,75.0,Tidak Disiram
3.0,25.4,79.0,Tidak Disiram
2.7,24.4,85.0,Tidak Disiram
1.9,23.4,87.0,Tidak Disiram
