precipitation,temperature,humidity,label
0.4,23.1,88.0,Tidak Disiram
0.0,22.7,90.0,Disiram sedikit
0.0,22.2,92.0,Disiram sedikit
0.0,21.7,93.0,Disiram sedikit
0.0,21.3,94.0,Disiram sedikit
0.0,21.4,93.0,Disiram sedikit
0.0,21.0,93.0,Disiram sedikit
0.0,20.8,93.0,Disiram sedikit
0.0,20.5,93.0,Disiram sedikit
0.0,20.1,94.0,Disiram sedikit
0.0,20.0,94.0,Disiram sedikit
0.0,21.7,84.0,Disiram sedikit
0.0,24.0,72.0,Disiram sedikit
0.0,25.7,66.0,Disiram Normal
0.0,27.0,62.0,Disiram Normal
0.0,27.6,60.0,Disiram Normal
0.0,28.6,56.0,Disiram sedikit
0.0,28.7,54.0,Disiram sedikit
0.0,28.5,57.0,Disiram sedikit
0.3,27.0,66.0,Disiram sedikit
0.8,26.3,73.0,Tidak Disiram
0.6,25.8,75.0,Tidak Disiram
2.2,24.6,82.0,Tidak Disiram
1.7,24.3,81.0,Tidak Disiram
0.3,23.8,84.0,Tidak Disiram
0.0,23.5,85.0,Disiram sedikit
0.0,23.0,87.0,Disiram sedikit
0.0,22.5,89.0,Disiram sedikit
0.0,22.2,89.0,Disiram sedikit
0.0,22.2,87.0,Disiram sedikit
0.0,21.8,89.0,Disiram sedikit
0.0,21.6,91.0,Disiram sedikit
0.0,21.5,91.0,Disiram sedikit
0.0,21.2,92.0,Disiram sedikit
0.0,20.9,94.0,Disiram sedikit
0.0,21.9,92.0,Disiram sedikit
0.0,23.8,79.0,Disiram sedikit
0.0,25.2,72.0,Disiram sedikit
0.0,26.2,68.0,Disiram Normal
0.0,27.1,65.0,Disiram Normal
0.2,26.9,68.0,Disiram sedikit
2.4,25.6,75.0,Tidak Disiram
1.4,25.0,79.0,Tidak Disiram
1.2,24.4,82.0,Tidak Disiram
0.5,24.1,83.0,Tidak Disiram
0.0,23.9,84.0,Disiram sedikit
0.0,23.6,87.0,Disiram sedikit
0.0,23.3,88.0,Disiram sedikit
0.0,22.9,92.0,Disiram sedikit
0.0,22.7,94.0,Disiram sedikit
0.0,22.5,95.0,Disiram sedikit
0.0,22.2,95.0,Disiram sedikit
0.0,22.0,95.0,Disiram sedikit
0.0,21.6,91.0,Disiram sedikit
0.0,21.5,90.0,Disiram sedikit
0.0,21.3,90.0,Disiram sedikit
0.0,21.2,88.0,Disiram sedikit
0.0,20.7,90.0,Disiram sedikit
0.0,20.5,91.0,Disiram sedikit
0.0,22.0,83.0,Disiram sedikit
0.0,24.2,74.0,Disiram sedikit
0.0,25.6,66.0,Disiram Normal
0.0,26.8,62.0,Disiram Normal
0.0,27.7,58.0,Disiram Normal
0.0,28.8,52.0,Disiram sedikit
0.0,28.3,54.0,Disiram sedikit
0.0,28.3,54.0,Disiram sedikit
0.0,27.4,57.0,Disiram Normal
0.2,25.2,72.0,Disiram sedikit
0.3,24.6,77.0,Tidak Disiram
1.6,24.0,81.0,Tidak Disiram
1.7,23.4,86.0,Tidak Disiram
0.8,23.0,89.0,Tidak Disiram
0.3,22.8,90.0,Tidak Disiram
0.1,22.7,91.0,Disiram sedikit
0.1,22.5,93.0,Disiram sedikit
0.2,22.4,94.0,Disiram sedikit
0.0,22.0,95.0,Disiram sedikit
0.0,21.6,96.0,Disiram sedikit
0.0,21.3,95.0,Disiram sedikit
0.0,20.9,95.0,Disiram sedikit
0.0,20.7,94.0,Disiram sedikit
0.0,20.7,93.0,Disiram sedikit
0.0,22.4,82.0,Disiram sedikit
0.0,24.0,76.0,Disiram sedikit
0.0,25.4,72.0,Disiram sedikit
0.0,26.9,65.0,Disiram Normal
0.0,28.0,60.0,Disiram sedikit
0.0,28.4,57.0,Disiram sedikit
0.0,28.4,58.0,Disiram sedikit
0.1,28.1,58.0,Disiram sedikit
0.6,26.5,71.0,Tidak Disiram
1.2,25.9,74.0,Tidak Disiram
1.8,25.1,79.0,Tidak Disiram
2.2,24.0,85.0,Tidak Disiram
0.4,23.4,87.0,Tidak Disiram
0.0,23.0,90.0,Disiram sedikit
0.0,22.5,92.0,Disiram sedikit
0.0,22.0,94.0,Disiram sedikit
0.0,21.5,95.0,Disiram sedikit
0.0,21.2,94.0,Disiram sedikit
0.0,21.2,92.0,Disiram sedikit
0.0,20.8,92.0,Disiram sedikit
0.0,20.6,92.0,Disiram sedikit
0.0,20.4,92.0,Disiram sedikit
0.0,20.2,93.0,Disiram sedikit
0.0,20.2,92.0,Disiram sedikit
0.0,21.7,84.0,Disiram sedikit
0.0,24.4,72.0,Disiram sedikit
0.0,26.2,67.0,Disiram Normal
0.0,27.4,63.0,Disiram Normal
0.1,28.3,59.0,Disiram sedikit
0.0,28.7,57.0,Disiram sedikit
0.0,28.7,55.0,Disiram sedikit
0.0,28.3,58.0,Disiram sedikit
0.0,27.2,64.0,Disiram Normal
0.1,26.4,70.0,Disiram sedikit
0.1,25.6,73.0,Disiram sedikit
0.0,25.0,78.0,Disiram sedikit
0.1,23.9,84.0,Disiram sedikit
0.0,23.5,88.0,Disiram sedikit
0.0,23.1,91.0,Disiram sedikit
0.0,22.8,92.0,Disiram sedikit
0.0,22.3,94.0,Disiram sedikit
0.0,21.9,96.0,Disiram sedikit
0.0,21.8,96.0,Disiram sedikit
0.0,21.5,96.0,Disiram sedikit
0.0,21.2,97.0,Disiram sedikit
0.0,20.9,97.0,Disiram sedikit
0.0,20.6,97.0,Disiram sedikit
0.0,20.6,97.0,Disiram sedikit
0.0,22.0,90.0,Disiram sedikit
0.0,24.0,79.0,Disiram sedikit
0.0,25.6,71.0,Disiram sedikit
0.0,26.8,65.0,Disiram Normal
0.0,27.6,63.0,Disiram Normal
0.0,28.4,60.0,Disiram sedikit
0.0,29.1,55.0,Disiram sedikit
0.0,28.9,56.0,Disiram sedikit
0.1,28.4,59.0,Disiram sedikit
1.3,26.5,73.0,Tidak Disiram
2.1,25.6,78.0,Tidak Disiram
2.1,24.6,82.0,Tidak Disiram
1.5,24.7,81.0,Tidak Disiram
1.4,24.0,86.0,Tidak Disiram
1.5,23.4,90.0,Tidak Disiram
1.2,22.9,91.0,Tidak Disiram
0.6,22.6,91.0,Tidak Disiram
0.2,22.3,92.0,Disiram sedikit
0.0,22.0,92.0,Disiram sedikit
0.0,21.8,93.0,Disiram sedikit
0.0,21.8,93.0,Disiram sedikit
0.0,21.4,94.0,Disiram sedikit
0.0,21.0,97.0,Disiram sedikit
0.0,20.9,97.0,Disiram sedikit
0.0,22.6,89.0,Disiram sedikit
0.0,24.2,80.0,Disiram sedikit
0.0,26.0,71.0,Disiram sedikit
0.0,27.0,68.0,Disiram Normal
0.1,27.3,68.0,Disiram sedikit
0.4,27.5,69.0,Disiram sedikit
0.4,28.2,63.0,Disiram sedikit
0.8,27.4,69.0,Disiram sedikit
1.8,27.1,72.0,Disiram sedikit
2.4,26.7,74.0,Tidak Disiram
2.1,26.1,75.0,Tidak Disiram
2.3,24.9,81.0,Tidak Disiram
1.0,24.1,85.0,Tidak Disiram
0.3,23.6,88.0,Tidak Disiram
0.0,23.3,90.0,Disiram sedikit
0.0,22.9,93.0,Disiram sedikit
0.0,22.6,95.0,Disiram sedikit
0.0,22.3,96.0,Disiram sedikit
0.0,22.2,95.0,Disiram sedikit
0.0,22.0,95.0,Disiram sedikit
0.0,21.8,95.0,Disiram sedikit
0.0,21.7,95.0,Disiram sedikit
0.0,21.3,97.0,Disiram sedikit
0.0,20.9,98.0,Disiram sedikit
0.0,22.6,89.0,Disiram sedikit
0.0,24.2,81.0,Disiram sedikit
0.0,25.9,71.0,Disiram sedikit
0.0,27.4,63.0,Disiram Normal
0.0,28.6,56.0,Disiram sedikit
0.0,29.1,53.0,Disiram sedikit
0.0,28.9,57.0,Disiram sedikit
0.3,27.9,66.0,Disiram sedikit
1.1,26.7,71.0,Tidak Disiram
1.8,25.7,76.0,Tidak Disiram
1.8,25.1,80.0,Tidak Disiram
1.7,24.2,84.0,Tidak Disiram
1.2,23.7,86.0,Tidak Disiram
0.9,23.4,87.0,Tidak Disiram
0.1,23.3,88.0,Disiram sedikit
0.0,23.2,89.0,Disiram sedikit
0.0,23.0,90.0,Disiram sedikit
0.0,22.8,91.0,Disiram sedikit
0.0,22.4,91.0,Disiram sedikit
0.0,22.1,92.0,Disiram sedikit
0.0,21.7,93.0,Disiram sedikit
0.0,21.3,95.0,Disiram sedikit
0.0,20.6,98.0,Disiram sedikit
0.0,20.4,98.0,Disiram sedikit
0.0,22.1,87.0,Disiram sedikit
0.0,24.3,81.0,Disiram sedikit
0.0,26.4,67.0,Disiram Normal
0.0,27.6,60.0,Disiram Normal
0.0,28.8,54.0,Disiram sedikit
0.0,29.4,51.0,Disiram sedikit
0.0,29.6,50.0,Disiram sedikit
0.0,29.5,49.0,Disiram Banyak
0.2,27.5,62.0,Disiram sedikit
0.6,26.4,71.0,Tidak Disiram
0.6,26.0,74.0,Tidak Disiram
0.8,25.4,76.0,Tidak Disiram
0.3,25.1,78.0,Tidak Disiram
0.8,24.6,80.0,Tidak Disiram
0.9,24.0,84.0,Tidak Disiram
1.0,23.6,86.0,Tidak Disiram
0.3,23.0,90.0,Tidak Disiram
0.0,22.5,95.0,Disiram sedikit
0.0,22.0,96.0,Disiram sedikit
0.0,21.8,96.0,Disiram sedikit
0.0,21.7,96.0,Disiram sedikit
0.0,21.8,95.0,Disiram sedikit
0.0,21.8,93.0,Disiram sedikit
0.0,21.5,95.0,Disiram sedikit
0.0,22.6,88.0,Disiram sedikit
0.0,24.3,78.0,Disiram sedikit
0.0,26.0,66.0,Disiram Normal
0.0,27.5,59.0,Disiram Normal
0.0,28.5,54.0,Disiram sedikit
0.0,28.3,56.0,Disiram sedikit
0.1,27.5,59.0,Disiram sedikit
0.0,27.4,60.0,Disiram Normal
0.1,26.8,64.0,Disiram sedikit
0.1,26.5,64.0,Disiram sedikit
0.0,26.3,62.0,Disiram Normal
0.0,25.6,66.0,Disiram Normal
0.0,24.8,72.0,Disiram sedikit
0.0,24.5,74.0,Disiram sedikit
0.0,24.2,75.0,Disiram sedikit
0.0,23.8,77.0,Disiram sedikit
0.0,23.4,80.0,Disiram sedikit
0.0,22.8,83.0,Disiram sedikit
0.0,22.8,77.0,Disiram sedikit
0.0,22.8,76.0,Disiram sedikit
0.0,22.5,77.0,Disiram sedikit
0.0,21.7,85.0,Disiram sedikit
0.0,21.2,89.0,Disiram sedikit
0.0,21.1,90.0,Disiram sedikit
0.0,22.4,83.0,Disiram sedikit
0.0,24.6,70.0,Disiram sedikit
0.0,26.2,63.0,Disiram Normal
0.0,27.8,56.0,Disiram Normal
0.0,28.9,51.0,Disiram sedikit
0.0,28.8,51.0,Disiram sedikit
0.0,27.8,57.0,Disiram Normal
0.1,27.1,61.0,Disiram sedikit
0.1,26.7,63.0,Disiram sedikit
0.0,26.3,64.0,Disiram Normal
0.0,25.8,67.0,Disiram Normal
0.0,25.3,71.0,Disiram sedikit
0.0,25.0,69.0,Disiram Normal
0.0,24.6,72.0,Disiram sedikit
0.0,24.0,77.0,Disiram sedikit
0.0,23.5,82.0,Disiram sedikit
0.0,23.1,84.0,Disiram sedikit
0.0,22.7,87.0,Disiram sedikit
0.0,22.5,85.0,Disiram sedikit
0.0,22.0,86.0,Disiram sedikit
0.0,21.5,88.0,Disiram sedikit
0.0,21.2,89.0,Disiram sedikit
0.0,20.7,91.0,Disiram sedikit
0.0,20.5,92.0,Disiram sedikit
0.0,22.1,87.0,Disiram sedikit
0.0,24.2,73.0,Disiram sedikit
0.0,25.7,66.0,Disiram Normal
0.0,27.1,62.0,Disiram Normal
0.0,28.1,58.0,Disiram sedikit
0.0,28.6,54.0,Disiram sedikit
0.0,29.5,51.0,Disiram sedikit
0.0,28.9,54.0,Disiram sedikit
0.7,26.9,69.0,Disiram sedikit
1.8,26.5,73.0,Tidak Disiram
3.0,25.4,77.0,Tidak Disiram
1.9,24.7,81.0,Tidak Disiram
1.6,24.8,79.0,Tidak Disiram
1.0,24.5,81.0,Tidak Disiram
1.7,23.8,85.0,Tidak Disiram
1.7,23.3,88.0,Tidak Disiram
1.5,23.0,88.0,Tidak Disiram
1.1,22.8,89.0,Tidak Disiram
0.4,22.6,92.0,Tidak Disiram
0.3,22.4,93.0,Tidak Disiram
0.4,22.2,93.0,Tidak Disiram
0.3,21.9,94.0,Tidak Disiram
0.2,21.9,94.0,Disiram sedikit
0.0,21.8,95.0,Disiram sedikit
0.0,22.5,91.0,Disiram sedikit
0.0,24.2,81.0,Disiram sedikit
0.0,25.8,73.0,Disiram sedikit
0.0,26.7,69.0,Disiram Normal
0.0,27.2,67.0,Disiram Normal
0.0,27.4,66.0,Disiram Normal
0.3,25.9,72.0,Tidak Disiram
0.8,25.4,73.0,Tidak Disiram
0.3,25.5,70.0,Disiram sedikit
0.0,25.4,68.0,Disiram Normal
0.0,24.9,70.0,Disiram sedikit
0.0,24.3,73.0,Disiram sedikit
0.0,23.6,78.0,Disiram sedikit
0.0,23.3,77.0,Disiram sedikit
0.0,23.1,78.0,Disiram sedikit
0.1,22.8,80.0,Disiram sedikit
0.1,22.4,83.0,Disiram sedikit
0.0,22.1,85.0,Disiram sedikit
0.0,21.9,84.0,Disiram sedikit
0.0,21.5,85.0,Disiram sedikit
0.0,21.0,89.0,Disiram sedikit
0.0,20.6,92.0,Disiram sedikit
0.0,20.2,94.0,Disiram sedikit
0.0,20.1,95.0,Disiram sedikit
0.0,21.6,86.0,Disiram sedikit
0.0,24.0,74.0,Disiram sedikit
0.0,25.7,65.0,Disiram Normal
0.0,26.9,60.0,Disiram Normal
0.0,28.0,56.0,Disiram sedikit
0.0,28.5,55.0,Disiram sedikit
0.0,29.2,52.0,Disiram sedikit
0.0,28.5,54.0,Disiram sedikit
0.0,27.3,63.0,Disiram Normal
0.4,26.5,73.0,Tidak Disiram
2.1,25.3,78.0,Tidak Disiram
0.7,24.7,80.0,Tidak Disiram
0.0,24.3,82.0,Disiram sedikit
0.0,23.9,85.0,Disiram sedikit
0.0,23.5,86.0,Disiram sedikit
0.0,23.0,89.0,Disiram sedikit
0.0,22.6,91.0,Disiram sedikit
0.0,22.2,92.0,Disiram sedikit
0.0,22.0,93.0,Disiram sedikit
0.0,21.9,92.0,Disiram sedikit
0.0,21.6,93.0,Disiram sedikit
0.0,21.2,94.0,Disiram sedikit
0.0,20.8,95.0,Disiram sedikit
0.0,20.8,95.0,Disiram sedikit
0.0,22.2,89.0,Disiram sedikit
0.0,24.6,75.0,Disiram sedikit
0.0,26.7,62.0,Disiram Normal
0.0,28.0,57.0,Disiram sedikit
0.0,28.4,56.0,Disiram sedikit
0.0,29.1,52.0,Disiram sedikit
0.0,29.3,51.0,Disiram sedikit
0.0,28.1,59.0,Disiram sedikit
0.2,26.9,70.0,Disiram sedikit
1.0,26.2,74.0,Tidak Disiram
1.4,25.2,79.0,Tidak Disiram
1.1,24.5,83.0,Tidak Disiram
0.0,24.3,85.0,Disiram sedikit
0.4,24.0,86.0,Tidak Disiram
0.2,24.0,86.0,Disiram sedikit
0.5,23.8,85.0,Tidak Disiram
0.5,23.5,86.0,Tidak Disiram
0.2,23.2,88.0,Disiram sedikit
0.0,22.8,91.0,Disiram sedikit
0.0,22.5,92.0,Disiram sedikit
0.0,22.1,93.0,Disiram sedikit
0.0,21.8,94.0,Disiram sedikit
0.0,21.6,95.0,Disiram sedikit
0.0,21.4,96.0,Disiram sedikit
0.0,22.7,88.0,Disiram sedikit
0.0,24.4,77.0,Disiram sedikit
0.0,26.1,67.0,Disiram Normal
0.0,27.6,60.0,Disiram Normal
0.0,28.4,57.0,Disiram sedikit
0.1,27.2,63.0,Disiram sedikit
0.1,27.8,63.0,Disiram sedikit
0.2,27.3,66.0,Disiram sedikit
1.6,26.3,73.0,Tidak Disiram
1.3,25.3,78.0,Tidak Disiram
1.9,24.4,84.0,Tidak Disiram
2.4,23.7,87.0,Tidak Disiram
0.2,23.4,87.0,Disiram sedikit
0.1,23.1,87.0,Disiram sedikit
0.0,23.0,87.0,Disiram sedikit
0.0,22.6,90.0,Disiram sedikit
0.0,22.4,92.0,Disiram sedikit
0.0,22.1,93.0,Disiram sedikit
0.0,21.4,95.0,Disiram sedikit
0.0,21.3,95.0,Disiram sedikit
0.0,21.0,95.0,Disiram sedikit
0.0,20.9,95.0,Disiram sedikit
0.0,20.7,97.0,Disiram sedikit
0.0,20.5,98.0,Disiram sedikit
0.0,21.9,88.0,Disiram sedikit
0.0,23.6,77.0,Disiram sedikit
0.0,24.8,69.0,Disiram sedikit
0.0,26.0,63.0,Disiram Normal
0.0,26.9,60.0,Disiram Normal
0.0,27.4,57.0,Disiram Normal
0.5,26.2,68.0,Disiram sedikit
0.3,26.0,70.0,Disiram sedikit
0.8,25.5,73.0,Tidak Disiram
1.0,25.1,75.0,Tidak Disiram
0.7,24.6,78.0,Tidak Disiram
1.2,24.1,83.0,Tidak Disiram
1.6,23.7,84.0,Tidak Disiram
0.4,23.1,90.0,Tidak Disiram
0.0,22.8,92.0,Disiram sedikit
0.0,22.6,94.0,Disiram sedikit
0.1,22.3,94.0,Disiram sedikit
0.8,21.9,95.0,Tidak Disiram
2.0,22.0,93.0,Tidak Disiram
0.4,21.9,94.0,Tidak Disiram
0.2,21.9,94.0,Disiram sedikit
0.0,21.8,94.0,Disiram sedikit
0.0,21.5,97.0,Disiram sedikit
0.0,21.3,99.0,Disiram sedikit
0.0,22.4,88.0,Disiram sedikit
0.0,23.7,80.0,Disiram sedikit
0.0,25.4,71.0,Disiram sedikit
0.0,26.0,68.0,Disiram Normal
0.0,26.7,64.0,Disiram Normal
0.0,27.5,59.0,Disiram Normal
0.0,26.0,67.0,Disiram Normal
0.1,25.9,67.0,Disiram sedikit
0.1,25.5,69.0,Disiram sedikit
0.2,24.9,74.0,Disiram sedikit
0.0,24.5,76.0,Disiram sedikit
0.0,24.1,79.0,Disiram sedikit
0.0,23.9,79.0,Disiram sedikit
0.0,23.5,81.0,Disiram sedikit
0.0,23.1,83.0,Disiram sedikit
0.0,22.6,85.0,Disiram sedikit
0.0,22.0,88.0,Disiram sedikit
0.0,21.5,90.0,Disiram sedikit
0.0,21.4,87.0,Disiram sedikit
0.0,21.0,88.0,Disiram sedikit
0.0,20.4,90.0,Disiram sedikit
0.0,20.2,90.0,Disiram sedikit
0.0,20.1,90.0,Disiram sedikit
0.0,20.0,91.0,Disiram sedikit
0.0,21.7,81.0,Disiram sedikit
0.0,24.2,71.0,Disiram sedikit
0.0,26.4,63.0,Disiram Normal
0.0,27.5,57.0,Disiram Normal
0.0,27.8,56.0,Disiram Normal
0.0,28.1,54.0,Disiram sedikit
0.0,27.2,59.0,Disiram Normal
0.0,26.6,63.0,Disiram Normal
0.0,25.7,69.0,Disiram Normal
0.0,25.1,71.0,Disiram sedikit
0.0,24.7,74.0,Disiram sedikit
0.0,24.2,78.0,Disiram sedikit
0.0,23.7,81.0,Disiram sedikit
0.0,23.4,83.0,Disiram sedikit
0.0,23.1,84.0,Disiram sedikit
0.0,22.8,85.0,Disiram sedikit
0.0,22.3,87.0,Disiram sedikit
0.0,22.0,88.0,Disiram sedikit
0.0,22.3,86.0,Disiram sedikit
0.0,21.9,85.0,Disiram sedikit
0.0,21.4,86.0,Disiram sedikit
0.0,21.0,87.0,Disiram sedikit
0.0,20.7,88.0,Disiram sedikit
0.0,20.6,89.0,Disiram sedikit
0.0,22.9,78.0,Disiram sedikit
0.0,25.5,66.0,Disiram Normal
0.0,27.0,61.0,Disiram Normal
0.0,27.8,58.0,Disiram Normal
0.0,28.3,55.0,Disiram sedikit
0.0,28.9,53.0,Disiram sedikit
0.0,28.3,59.0,Disiram sedikit
0.1,28.1,62.0,Disiram sedikit
0.4,27.1,68.0,Disiram sedikit
1.4,25.7,75.0,Tidak Disiram
1.2,24.8,80.0,Tidak Disiram
1.2,24.1,84.0,Tidak Disiram
0.3,24.5,83.0,Tidak Disiram
0.0,24.1,85.0,Disiram sedikit
0.0,23.6,88.0,Disiram sedikit
0.0,22.9,91.0,Disiram sedikit
0.0,22.3,93.0,Disiram sedikit
0.0,21.9,93.0,Disiram sedikit
0.0,21.9,90.0,Disiram sedikit
0.0,21.7,89.0,Disiram sedikit
0.0,21.5,87.0,Disiram sedikit
0.0,21.3,87.0,Disiram sedikit
0.0,21.1,87.0,Disiram sedikit
0.0,20.9,87.0,Disiram sedikit
0.0,23.5,72.0,Disiram sedikit
0.0,26.3,59.0,Disiram Normal
0.0,27.7,57.0,Disiram Normal
0.0,28.6,54.0,Disiram sedikit
0.0,28.5,55.0,Disiram sedikit
0.0,29.0,53.0,Disiram sedikit
0.1,28.6,55.0,Disiram sedikit
0.1,28.4,57.0,Disiram sedikit
0.0,27.9,57.0,Disiram Normal
0.0,27.2,60.0,Disiram Normal
0.0,26.3,65.0,Disiram Normal
0.0,25.6,69.0,Disiram Normal
0.0,25.0,71.0,Disiram sedikit
0.0,24.6,73.0,Disiram sedikit
0.0,24.4,75.0,Disiram sedikit
0.0,23.9,77.0,Disiram sedikit
0.0,23.3,80.0,Disiram sedikit
0.0,22.8,82.0,Disiram sedikit
0.0,22.3,84.0,Disiram sedikit
0.0,21.9,85.0,Disiram sedikit
0.0,21.6,85.0,Disiram sedikit
0.0,21.4,86.0,Disiram sedikit
0.0,21.2,87.0,Disiram sedikit
0.0,21.0,88.0,Disiram sedikit
0.0,22.8,81.0,Disiram sedikit
0.0,25.2,67.0,Disiram Normal
0.0,26.9,60.0,Disiram Normal
0.0,27.9,58.0,Disiram Normal
0.0,29.0,56.0,Disiram sedikit
0.1,28.8,56.0,Disiram sedikit
0.2,27.6,61.0,Disiram sedikit
0.1,26.8,66.0,Disiram sedikit
0.0,26.7,65.0,Disiram Normal
0.0,26.5,66.0,Disiram Normal
0.0,25.9,68.0,Disiram Normal
0.0,25.1,72.0,Disiram sedikit
0.0,24.2,78.0,Disiram sedikit
0.0,23.8,81.0,Disiram sedikit
0.0,23.4,83.0,Disiram sedikit
0.0,23.1,84.0,Disiram sedikit
0.0,22.6,87.0,Disiram sedikit
0.0,22.3,89.0,Disiram sedikit
0.0,21.7,88.0,Disiram sedikit
0.0,21.4,88.0,Disiram sedikit
0.0,21.0,90.0,Disiram sedikit
0.0,20.5,92.0,Disiram sedikit
0.0,20.0,93.0,Disiram sedikit
0.0,19.9,91.0,Disiram sedikit
0.0,22.5,85.0,Disiram sedikit
